"UNITID","OFCODE","#BDRM","#BATHS","AREA","LOCN","STADR","DESC1","DESC2","DESC3","DESC4","DESC5","DESC6","DESC7","GRADE","SOFABD","MAXOCP","FIREPL","PARKSP","BARBCU","WSHDRY","SECDEP","2DA_T1","XDA_T1","WEK_T1","MIN_T1","2DA_T2","XDA_T2","WEK_T2","MIN_T2","2DA_T3","XDA_T3","WEK_T3","MIN_T3","2DA_T4","XDA_T4","WEK_T4","MIN_T4","2DA_T5","XDA_T5","WEK_T5","MIN_T5","2DA_T6","XDA_T6","WEK_T6","MIN_T6","BR1BED","BR2BED","BR3BED","BR4BED","BR5BED","BR6BED","BR1LOC","BR2LOC","BR3LOC","BR4LOC","BR5LOC","BR6LOC","BR1TV","BR2TV","BR3TV","BR4TV","BR5TV","BR6TV","VIRTOUR","INTCMT1","INTCMT2","INTCMT3","WWWCMT","GSTCMT","UNTTYPE","DATEADD","DATECHG","COMMISN","RSRVAMT","MNTHFEE","CLENCRG","CLENFEE","GRSRENT","NETRENT","OWNREXP","RENTDAY","OWNRDAY","FRNDDAY","OMNTDAY","MANTDAY","CLUBDAY","GESTDAY","BLOCKDT","BFYACCT","BFYPHON","LATITUD","LONGTUD"
"NV H0581","NVO","3","2","1269","NV","681 LAKE VIEW BLVD","LKVW","NBCH","PBCH","WIFI","VIEW","NSMO","","B ","1","6","STD","2D","GAS","YES","100","438","140","1138","1","508","175","1383","1","508","175","1383","1","578","210","1628","1","684","263","1999","1","858","350","2608","1","1Q","1D","2S","","","","Up  ","Up  ","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/18390","681 LKVEW (ZC) REAL LOG CABIN IN WOODS IN OLD ZC","KIT/BATHS REDONE/11/00 DIN/6/SOFA BD SGL IN LV RM.","WK TO ZC LODGE CAFE/PADDLE WHEELER/HUGE DECK W/BBQ","Charming REAL LOG CABIN nestled in the woods. It has two full baths and a kitchen remodeled 11/00. With that, you have  all the comforts of home, without destroying the ambiance. The stone fireplace puts forth a crackling warmth to be felt throughout. Cozy up in the living room and watch the snowflakes drift lazily down. The four poster in the master is another touch of homeyness! A lot of effort went into the redecorating of this nearly century old cabin to maintain the real feel of mountain living. In the summer, you can practically live on the deck overlooking the lake through a filtered view. It is on a quiet, peaceful dead end street.  Winter or summer, this is an experience everyone dreams of that comes from the bustling metropolis, to an absolute area of peace. The Dixie Paddlewheeler is right around the bend. The Zephyr Cove Lodge makes some really great meals to give you a kitchen break. After all, this is your vacation and they are so close. There is also the snowmobiling in the winter out of Zephyr Cove and the wonderful beach and boats in the summer. This property really has it all! VRP# 05-069 ","","RENTAL  ","6/22/95","3/30/13","35","500","0","105.00","158.00","4744.00","2996.10","854.31","17","0","0","67","12","0","0","0","va1031","Y","39.003504","-119.953770"
"NV H0602","NVO","2","2","1672","NV","402 ELKS AVE","LKVW","NBCH","WIFI","JACZ","NSMO","WDSY","","B+","1","6","GASLOG","2D","GAS","YES","200","614","208","1654","1","798","300","2298","1","614","208","1654","1","822","312","2382","1","978","390","2928","1","1238","520","3838","1","1K","1Q","","","","","Down","Down","","","","","Color","Color","","","","","http://fusion.realtourvision.com/60906","402 ELKS AVE(EP)'BEAUTIFUL VIEWS&2 MIN WALK TO BCH","SOLARIUM W/QFUTON;GRANITE COUNTERS;JACZ/MASTER;","NO GARAGE ACCESS;LANDSCAPED YD;GATED COMMUNITY","Adorable 2 bedroom home located in the beautiful gated  community of Elks Point with beautiful lake views and only a few hundred yards to the private beach!  Wonderful lake view deck in the back with the BBQ deck out front, there is a  large jacuzzi bathroom in the master, exceptional solarium  for added relaxation, and plenty of space.  The kitchen has  been remodeled with granite counters, there is high speed  wireless internet access, and don't forget about those views! VRP# 12-660 ","","RENTAL  ","5/01/12","1/09/13","35","500","0","132.00","198.00","4576.00","2922.40","345.71","12","38","0","0","0","0","0","0","va1031","Y","38.982935","-119.952577"
"NV H0681","NVO","3","2","1170","NV","181 MEADOW LANE","HTUB","GRUP","NSMO","WDSY","NBHD","","","C ","0","6","BRICK","2D","GAS","YES","110","438","128","1078","1","502","160","1302","1","502","160","1302","1","566","192","1526","1","662","240","1862","1","822","320","2422","1","1Q","1Q","2S","","","","Down","Down","Down","","","","DVD  ","Color","No   ","","","","http://fusion.realtourvision.com/83679","181 MEADOW LANE (LK)QUIET NEIGHBORHOOD!NO PARTIES!","ROAD BEHIND HOUSE UP HILL CARRIES NOISE FROM HTUB","*NO DISHWASHER*10MIN CASINOS,SKI,BEACH,REST, 2PRKG","Enjoy this cozy Tahoe getaway home! This 3 bedroom 2 bathroom home can accommodate up to 6 people. The property is one  level located in a fairly secluded neighborhood. The kitchen has tile flooring, electric stove, microwave, no dishwasher. There is dining at a table for 4 people. The living room has a wood burning brick fireplace. Relax in a private hot tub located in the back yard. Have a cook out on the back deck with BBQ. Within 10 minutes driving to Round Hill Pines Beach, casinos, famous restaurants, and shops. Just 10 minutes driving to Heavenly Nevada ski resort. 4 wheel drive or chains may be required in winter. VRP# 05-215 ","","RENTAL  ","6/11/08","11/27/13","40","500","0","121.00","182.00","6827.00","4064.20","779.34","35","0","0","0","0","0","0","0","va1031","Y","38.970312","-119.924536"
"NV H0721","NVO","4","2.1","2200","NV","210 BEDELL    ","LKVW","PTBL","NSMO","WDSY","NBHD","WIFI","","B-","0","9","GASLOG","3PP","GAS","YES","100","488","148","1228","1","562","185","1487","1","562","185","1487","1","636","222","1746","1","748","278","2138","1","932","370","2782","1","1Q","1S1B","1Q","1S","","","Down","Down","Up  ","Loft","","","No   ","No   ","No   ","No   ","","","http://fusion.realtourvision.com/72523","210 BEDELL WAY(CR) ACROSS FROM CAVE ROCK LAUNCH","BDRM 2 HAS 1 SINGLE + 1 BUNK (SINGLE/DOUBLE)SLPS 4","BEDROOM 4 IS LOFT WITH SINGLE FUTON, FILTERED LKVW","In addition to the three bedrooms there is a loft upstairs with a single bed, right next to the family room with the pool table. The kitchen has a Jenn-Air range and drop leaf table for two. There is a separate laundry room. Fenced yard front and back, video and book library, piano, parquet flooring in entry and in family room, newly installed grey plush carpet.  This is better than a moderate unit, it just isn't designer coordinated.  Very comfortable and spacious and well outfitted for a great family vacation.  Furnishings are a nice comfortable camel colored leather, there are some skylights which further brighten the home. VRP# 05-087 ","","RENTAL  ","11/30/98","3/14/14","35","500","0","128.00","192.00","1435.50","933.07","352.28","8","0","0","12","3","0","0","0","va1031","Y","39.040249","-119.947125"
"NV H0824","NVO","3","2","1700","NV","424 CREST VIEW DR","LKVW","WIFI","BIKE","WOOD","NSMO","WDSY","","B+","1","8","GASLOG","4D+1G","GAS","YES","200","560","190","1510","1","660","240","1860","1","560","190","1510","1","756","288","2196","1","900","360","2700","1","1140","480","3540","1","1K","1Q","1Q","","","","Up  ","Up  ","Up  ","","","","VCR  ","VCR  ","Color","","","","http://fusion.realtourvision.com/39206","424 CREST VIEW DR(LK)'GRT LKVW/GRT ACCESS!;NICE","MTN VIEWS;GAS BURNING FIREPLACE+WDSTV(WD PROVIDED)","REMODELED KIT;QHAB/LR;5 MIN TO SKI/BCH/CASINOS","Wonderful lakeview rental with the perfect location for any time of year! You will have a wonderful lake view from the  kitchen, living room, master bedroom, and deck!  Plus, you  will be less than 5 minutes from casinos, beaches, and world reknown Heavenly Ski Resort!  You will sleep 8 people  comfortably with 2 queen size bedrooms, 1 King master with a private bath, and a sofa sleeper in the living room.  Winter or summer this is one exceptional location and wonderful  home! VRP# 06-363 ","","RENTAL  ","9/04/12","1/23/13","35","500","0","120.00","180.00","4870.00","3165.50","803.95","18","8","8","0","0","0","0","0","va1031","Y","38.966384","-119.914045"
"NV H0837","NVO","3","2.1","2025","NV","187 KINGSBURY CIRCLE","VIEW","WIFI","JACZ","NCAS","NSMO","WDSY","","B ","1","8","BRICK","2G+2D","GAS","YES","100","452","132","1112","1","518","165","1343","1","518","165","1343","1","584","198","1574","1","684","248","1924","1","848","330","2498","1","1K","1Q","1Q","","","","Up  ","Down","Down","","","","VCR  ","Color","No   ","","","","http://fusion.realtourvision.com/30704","187 KINGSBURY CIR(LK)*NSMO* 'LRG FAMILY HOME IN ","WOODS' FLTRD LKVW;2M/CAS & HVSKI;UPST LVGRM/HI CEI","LRG MDRN TILED KITCH/40 STPS TO FRNT DOOR;4WD REQ","In between great skiing and the Nevada casinos this home is a great family vacation retreat. It features a large kitchen and a large living room with a wood burning brick fireplace. The living area has vaulted ceilings and a new entertainment center, including a 36 inch TV and DVD player with surround sound. After a great day of skiing, partying, or gambling you can really relax in this home. Upon entering the garage there is an interior flight of stairs that lead to the front door. This provides easier access during the winter months. This home is located about 1 mile from the casinos and Lake Tahoe's beaches, and less than 3 miles to the ski slopes at Heavenly. 4 wheel drive recommended in winter. VRP# 05-062 ","","RENTAL  ","12/08/89","12/11/13","35","500","0","125.00","188.00","4884.00","3092.10","369.41","19","0","0","0","0","0","0","0","va1031","Y","38.970675","-119.918647"
"NV H1001","NVO","4","2","1512","NV","195 FOOTHILL, ZEPHYR COVE","PETS","WIFI","NBCH","PBCH","NSMO","","","C+","0","10","ROCK","3PP ","GAS","YES","100","495","156","1275","1","673","245","1898","1","573","195","1548","1","743","280","2143","1","823","320","2423","1","1063","440","3263","1","1K","1K","1S1B","2S2B","","","Down","Down","Up  ","Up  ","","","     ","     ","     ","     ","","","http://fusion.realtourvision.com/42810","195 FOOTHILL (ZC) QUIET COMMUNITY! ABSOLUTELY NO","PARTIES, SLEEPS 10 ONLY, PARKING FOR 3 NO GARAGE","RUSTIC CABIN/PVT BCH ACCESS;$200 PET DEPOSIT","Walk to the beach, the lodge, the restaurant and the marina including the MS DIXIE paddlewheeler at Zephyr Cove from this spacious, rustic cabin. This property is located in a quiet  community. It has a large deck and fenced yard, dated decor, linoleum floor and sleeps ten people. Great for summer fun! Parking for three cars, four wheel drive or snow tires needed in winter. Recently, the owners started allowing the home to be pet friendly, there is a refundable $200 deposit. VRP# 05-050 ","","RENTAL  ","9/08/86","8/06/13","35","300","0","122.00","183.00","6281.00","4082.65","1306.02","21","3","0","0","3","0","0","0","va1031","Y","39.002767","-119.950141"
"NV H1023","NVO","5","3","2437","NV","231 SUNFLOWER CIRCLE","JACZ","PETS","BIKE","WDSY","NSMO","","","A-","1","10","WDSTV","2G+2D","GAS","YES","175","602","180","1502","1","692","225","1817","1","692","225","1817","1","782","270","2132","1","918","338","2608","1","1142","450","3392","1","1Q","1Q","1Q","1Q","1H","","Up  ","Up  ","Up  ","Down","Down","","Color","No   ","No   ","Color","Color","","http://fusion.realtourvision.com/98547","231 SUNFLOWER CIRCLE (UK)SPACIOUS MTN HOME! BRIGHT","& CHEERY,OPEN LVNG, KITCH, DIN 8+BAR6,42'FLAT SCRN","JACZ MSTR,LRG DK,GAS BBQ,HUGE BKYRD,$200 PET DEP","Enjoy beautiful wooded views from this spacious mountain home!  This home is situated among many Lake Tahoe pines. It can comfortably accommodate up to 10 people and is also pet friendly! There are lots of windows that make the home light and bright. Entertain your family and friends in this well equipped kitchen. There is dining for 8 and a bar with plenty of seating for more. The home has light carpeting throughout. In the living room you'll have a 42' flat screen TV, DVD, and stereo with surround sound. The master bathroom has a jacuzzi tub. This home has all of the bells and whistles for your outdoor fun. Huge deck, Gas BBQ, huge back yard. Walk across the street to the famous Rim Trail, which is great for hiking and mountain biking. $200.00 pet deposit. Just a 15 minute drive from the lake and 10 minutes to ski. Chains or 4-wheel drive required in the winter. VRP# 07-475 ","","RENTAL  ","12/04/07","3/28/13","35","500","0","161.00","242.00","9160.50","5855.32","745.21","32","7","3","0","0","0","0","0","va1031","Y","38.993127","-119.896618"
"NV H1088","NVO","4","3.1","3413","NV","188 TALLAC DR","LKVW","WIFI","NBCH","JACZ","NSMO","VIEW","","A ","2","10","GASLOG","4D","GAS","YES","500","1032","375","2907","1","1432","575","4307","1","1032","375","2907","1","1602","660","4902","1","1932","825","6057","1","2482","1100","7982","1","1K","1Q","1Q","2H","","","Up  ","Down","Up  ","Loft","","","Color","Color","Color","Color","","","http://fusion.realtourvision.com/89383","188 TALLAC DR(MB)'RUSTIC ELEGANCE!' BEAUTIFUL HOME","ACROSS THE STREET FROM THE BEACH;2MIN WALK/BCH;","LAKEVIEWS!;SEE NOTES RE:BOUY;LOFT=2 DBL FUTONS","Absolutely gorgeous lake view home in the special area of  Marla Bay.  Located on Tahoe's East Shore, this wonderful  home sits directly across the street from the beach (about a 2 min walk to shoreline) and has fabulous lakeviews from  almost every room in the house.  Close to casinos, only about 5 minutes away, and only a few more minutes to Heavenly Ski  Resort!  High speed wireless internet access, 2 person  jacuzzi bath tub in the master bedroom, and upstairs loft  with 2 double futons! This amazing home is popular any time  of year and perfect for you next vacation! VRP# 11-628 ","","RENTAL  ","8/06/11","2/26/14","35","500","0","188.00","282.00","9900.00","6435.00","110.00","9","26","0","0","0","0","0","0","va1031","Y","39.000197","-119.958165"
"NV H1100","NVO","5","4.1","3387","NV","1000 SKYLAND DR","LKFT","DOCK","JACZ","HOUS","NSMO","PBCH","WIFI","B+","0","10","STD","2G+2D","GAS","YES","500","1290","480","3690","1","1530","600","4530","5","1530","600","4530","1","1770","720","5370","3","2130","900","6630","5","2730","1200","8730","5","1K","2S","1H","1K","2S","","Down","Down","Down","Down","Down","","No   ","Color","No   ","No   ","No   ","","http://fusion.realtourvision.com/26837","1000 SKYLAND DRIVE (SK) BEAUTIFUL LAKEFRONT HOME!","SKYLAND SUBDIVISION FORMERLY ONE OF BILL HARRAHS","LESS THAN 5 NTS OK WITHIN 21 DAYS!!!","Have a Lake Tahoe vacation at its best!!!  This wonderful house is on the Lake with views and decks from almost all of the rooms.  The main deck is very large and goes right down to the water where a bouy will keep your boat close at hand. One bedroom is perfect for privacy with 2 single beds and a small kitchen for the kids or whomever...The master bedroom has a jaccuzzi tub and separate shower for the best of both worlds.  This home  is located in prestious Skyland subdivision and was once owned by Bill Harrah.  Is is just minutes from the casinos and the new Heavenly Valley Ski Gondola.  In consideration of all the neighbors and the  Rental Agreement there is to be absolutely no weddings,  receptions, or any other party or group function. Four wheel drive recomended in the winter. Please note: This home does  require a 5 night minimum stay throughout the summer, But  within 21 days of your arrival we are willing to allow less than 5 nights.  Please call our reservation agents to check availability.  refundable security deposit required. VRP# 06-374 ","","RENTAL  ","8/09/05","3/17/14","35","500","0","220.00","330.00","960.00","624.00","751.36","3","12","0","0","0","0","0","3/04/14","","N","39.019355","-119.952899"
"NV H1170","NVO","4","5","4600","NV","370 ANDRIA DR","HTUB","WIFI","WDSY","JACZ","NSMO","","","A ","0","11","GASLOG","3D+2G","GAS","YES","500","1335","450","3585","1","1135","350","2885","1","1335","450","3585","1","1815","690","5265","1","2135","850","6385","1","2335","950","7085","1","1K","1Q","1Q","2B","","","Up  ","Up  ","Up  ","Up  ","","","Color","Color","Color","Color","","","http://fusion.realtourvision.com/40621","370 ANDRIA DR(UK)'AMAZING HOME!8TV'S!WETBAR;70'TV","W/STEREO SURROUND&800 MOVIES!;DIN/12;GOURMET KIT;","BDRM 5=2BUNKS(1W/1D&1S AND 1W/2S);TREE&MTN VIEWS","Amazing vacation rental with 4600 square feet of living  space, 8 TV's, private hot tub, and wireless internet access! The kitchen is a chef's delight with amazing gas range,  granite counters and hardwood floors.  All bedrooms are  upstairs, there is a baby grand piano, and you will have an  outdoor fireplace!  Decks everywhere and wonderful seclusion with trees surrounding the entire property, this home is unbelievable!VRP# 11-622 ***Please note:  We do suggest that you have 4 wheel drive and/or chains in the winter time, the driveway can remain a little icy due to the lack of sun on  that side of the house.*** VRP#  11-622 ","","RENTAL  ","6/16/11","5/07/13","35","1000","0","290.00","435.00","17012.00","10815.70","1804.06","32","0","0","0","0","0","0","0","va1031","Y","38.983738","-119.892449"
"NV H1214","NVO","4","4","2227","NV","214 CEDAR RIDGE","HTUB","PTBL","LKVW","NBCH","WIFI","NSMO","WDSY","B+","1","12","GASLOG","2D+2G","GAS","YES","300","765","240","1965","1","885","300","2385","1","885","300","2385","1","1005","360","2805","1","1185","450","3435","1","1485","600","4485","1","1K","1Q","1Q","1Q1B","","","Up  ","Up  ","Up  ","Down","","","Color","No   ","No   ","Color","","","http://fusion.realtourvision.com/98235","214 CEDAR RIDGE (CR)'BEAUTIFUL LKVW!W/HTUB+PTBL!","UPSTRS LIVING, BDRM 4 IS OFF GARAGE;5 WALK TO BCH","GATED DOCK AND BEACH AREA FOR LAKERIDGE GUESTS!","Unbelievable lake views with a private hot tub and pool  table! You will have sleeping for 12 people, high speed  wireless internet, and wonderful deck with views! To get to bedroom 4 you do have to walk through the garage.  Walk to  the private swimming beach and wonderful dock in about 5  minutes. VRP# 13-737 ","","RENTAL  ","8/06/13","11/04/13","35","500","0","190.00","285.00","10275.00","6678.75","971.70","26","4","0","0","0","0","0","0","va1031","Y","39.035642","-119.947334"
"NV H1225","NVO","5","5","5000","NV","125 TAHOE DR","PBCH","JACZ","WIFI","NBCH","NSMO","WDSY","","A ","1","12","GASLOG","2G+3D","GAS","YES","500","1384","500","3884","1","1634","625","4759","5","1634","625","4759","3","1884","750","5634","1","2260","938","6950","1","2884","1250","9134","1","1K","1Q","1Q","3S","1S","","Up  ","Up  ","Down","Up  ","Up  ","","Color","No   ","No   ","No   ","No   ","","http://fusion.realtourvision.com/37359","125 TAHOE DR(SK)'ABSOLUTELY GORGEOUS LUXURY HOME!'","OK-BK LESS THAN MIN WITHIN 21 DAYS;BDRM4=2S=1TRNDL","ELEVATOR ACCESS;LEVEL ENTRY;DHAB/DWNSTRS FM RM","'Silver Rock Lodge' Gorgeous home in the prestigious Skyland neighborhood just steps to the private beach, and only 10 minutes from casinos and skiing! The home is fantastic, three stories with entry level access, elevator access to all levels, huge living room, 2 separate family rooms with flat screen Tv's, chef's dream in the kitchen, and more!  The house sleeps 12 people with a double hide-a-bed in the downstairs family room. The upstairs bedrooms all have their own bath, and the landscaping is to die for.  You will love this house winter and summer! VRP# 13-755 ","","RENTAL  ","12/16/13","2/28/14","35","500","0","256.00","384.00","15002.00","9751.30","2660.12","17","0","0","0","6","0","0","0","va1031","Y","39.021297","-119.949235"
"NV H1261","NVO","4","3","1999","NV","612 LAKE SHORE BLVD","LKFT","LKVW","PBCH","NSMO","WOOD","WIFI","","B+","1","12","ROCK","3D","GAS","YES","350","1086","425","3211","1","1836","800","5836","5","986","375","2861","1","1636","700","5136","1","1736","750","5486","1","2036","900","6536","1","1Q","1Q","1Q","2D","","","Down","Down","Up  ","Up  ","","","No   ","No   ","No   ","No   ","","","http://fusion.realtourvision.com/49215","612 LAKE SHORE BLVD(MB)'LAKEFRONT OLD TAHOE CABIN!","80 FEET/PVT BEACH;2800 SQ FT OF LAWN;PIANO;OUTDOOR","PINPONG/YEAR ROUND;FAM RM W/QHAB;DIN/10-BAR/3","Lakefront historic cabin with spectacular views, 80 feet of  private beach access, and 2800 square feet of lawn!  This one-of-a-kind home is perfect anytime of year with easy access to casinos and skiing just 5 minutes drive away, you'll have sleeping for 12 people, beautiful deck with amazing views, lake views from almost every room, and much more. Located in the unique Marla Bay neighborhood your next vacation will be unforgettable! VRP# 12-667 ","","RENTAL  ","6/26/12","2/10/14","35","500","0","157.00","236.00","15850.00","10302.50","1525.26","27","3","0","0","0","0","0","0","va1031","Y","38.998160","-119.956833"
"NV H1278","NVO","6","4.1","4400","NV","178 KINGSBURY CIRCLE","PTBL","WIFI","THTR","JACZ","NSMO","VIEW","NCAS","B-","0","16","GASLOG","4D","GAS","YES","500","1207","400","3207","1","1407","500","3907","1","1407","500","3907","1","1607","600","4607","1","1907","750","5657","1","2407","1000","7407","1","2K","1K","1D2S","1Q","1K","1Q","Up  ","Up  ","Loft","Down","Down","Down","No   ","No   ","No   ","No   ","No   ","No   ","http://fusion.realtourvision.com/16134","178 KINGSBURY(LK)QUIET NEIGH,JUDGE LIVES NEARBY","LOFT HAS STEEP STAIRS, UPSTAIRS DINING AND LIVING","KITCHEN, EASY ENTRANCE, NO GARAGE, 4 CAR DRIVEWAY","Tahoe charm! Enjoy this Lake Tahoe mountain home anytime of year. This property is excellent for a large group. The entrance has easy access. On the first level is a large gathering room for your entertainment. Featuring a brand new home theater with a large projector screen. 'Rack-em-up' on the pooltable or play foosball. This room also has a 37'tv, DVD, wetbar, and plenty of seating. There are three couches to lounge, bench seats, and chairs. The first level also has a private bedroom with a queen bed and a shared newly remodeled slate bathroom with double shower heads. Upstairs on level two is bright and cheery with many windows, fully equipped kitchen and plenty of dining for everyone. Take in the breathtaking Lake Tahoe Pines and sit out on a large deck with bbq, patio table, and chairs. This level has a gaslog fireplace,   27'tv,DVD,and stereo. There are two private bedrooms and two full bathrooms on this level. One room is very spacious with a king bed and queen bed, private bathroom with double sinks, sunken bathtub,and tv. The other room has a king size bed that can access an additional full size bathroom from the bedroom or the hallway. This room also has tv. The next level is a loft with one double bed and a bunkbed.The loft is spacious with steep stairs. Your only a ten minute drive to casinos, restaurants, shopping, skiing, or famous Lake Tahoe beaches. Chains or snow tires required in winter. No garage access. Four car parking available. This property has wireless internet. VRP# 09-513 ","","RENTAL  ","1/14/09","2/25/14","35","500","0","271.00","407.00","15200.00","9880.00","3872.70","21","4","28","0","0","0","0","2/25/14","va1031","Y","38.970082","-119.919009"
"NV H1669","NVO","7","4","5617","NV","269 WREN CIR","LKVW","JACZ","WIFI","PTBL","NSMO","WDSY","VIEW","B+","3","18","GASLOG","3D+2G","GAS","YES","550","1835","660","5135","1","2165","825","6290","1","2165","825","6290","1","2495","990","7445","1","2991","1238","9181","1","3815","1650","12065","1","1K","1K","1K","1Q","2S","2S","Down","Down","Down","Down","Down","Down","Color","Color","No   ","No   ","No   ","No   ","http://fusion.realtourvision.com/55678","269 WREN CIR(GB)'AMAZING VIEWS!7 BDRM HM!;BDRM 7=","QHAB+PTBL;CASEY KASEM'S OLD HOUSE;2500","SF/DECK;4LVLS;GM RM W/QHAB;/BDRM 2;DIN/10BAR/4","Absolutely spectacular 7 bedroom home with 'The Most Unbelievable Lake View Ever!' This magnificent home boasts 5600 square feet of living space located in the prestigious Cave Rock Estates, amazing views from everywhere in the home, 2500 square feet of lake view deck, high speed wireless internet, jacuzzi master suite, and more!  The 7th bedroom has a queen size sofa sleeper, access to the sauna, and has excellent views!  This home is located just 8 miles from casinos and Heavenly Ski Resort and is only minutes from Cave Rock boat launching facilities and very private beach. Amazing home! VRP# 11-636 ","","RENTAL  ","10/21/11","11/26/13","35","0","0","343.00","515.00","0.00","0.00","0.00","0","0","0","0","0","0","0","10/14/13","","N","39.042386","-119.944246"
"PW C0880","NVO","3","3","1748","PW","191 LAKE SHORE BLVD #80","HTUB","NBCH","WIFI","PETS","CTEN","NSMO","WDSY","A ","1","8","WOOD","2PP","GAS","YES","220","670","220","1770","1","780","275","2155","1","780","275","2155","1","890","330","2540","1","1056","413","3121","1","1330","550","4080","1","1K","1Q","2S","","","","Down","Down","Up  ","","","","Color","No   ","Color","","","","http://fusion.realtourvision.com/14964","191 LAKE SHORE BLVD #80(PW)'GORGEOUS PINEWILD ON","MEADOW!;$300 PET DEP;HTUB/MSTR DECK;QHAB/LR;DIN/6","BAR/4;55'FLAT TV/LR;MEADOW VIEWS; 1BLK TO BEACH!","Gorgeous Pinewild Condo just steps from the beach, has  community         rooftop tennis courts, beautiful meadow views, and allows dogs with a $300 refundable deposit! The home has been remodeled from top to bottom with all the latest and  greatest, new kitchen, furnishings, and all new bathrooms! You'll have a private hot tub off of the master bedroom deck, and you'll be only 5 minutes from skiing and casinos! VRP#  13-732 ","","RENTAL  ","11/20/13","3/04/14","35","500","0","153.00","230.00","6655.00","4071.10","2083.49","16","4","0","0","0","0","0","90","va1031","Y","38.995408","-119.953198"
"TC C0447","NSO","2","1","1100","TC","2755 N. LAKE BLVD. #47","WIFI","AMEN","NSMO","CTEN","POOL","WDSY","","B+","0","4","ROCK","2PP","GAS","YES","100","328","100","828","1","378","125","1003","1","378","125","1003","1","428","150","1178","1","504","188","1444","1","628","250","1878","1","1Q","1Q","","","","","Down","Down","","","","","No   ","No   ","","","","","http://fusion.realtourvision.com/85286","#47 VILLAS(TC)NEWLY REMODELED, W/NEW FURNITURE!;","AND MOST NEW APPLIAANCES, FULL SIZE W/D LOOKS OUT","AT THE POOL AND TENNIS COURTS","This newly remodeled condo near Tahoe City has all a guest could want.  Includes access and view of the pool and tennis courts in the summer, close to bike trails, restaurants and great shopping in Tahoe City.  Inside the guests will find upstairs living room with a rock fireplace and newly remodeled kitchen.  The two bedrooms downstairs have beautiful new pine queen size bedroom sets.  The unit also has a full size  washer and dryer.  This is a great year round North Shore location at a very affordable price.  The perfect place for a winter or summer vacation. ","","RENTAL  ","10/12/01","8/17/13","35","500","0","85.00","128.00","3400.00","2065.63","109.44","21","0","0","0","0","0","0","0","va1006","Y","39.189142","-120.116680"
"TC C0656","NSO","4","2","1350","TC","#56-2755 NO LAKE BLVD","WIFI","POOL","CTEN","NBCH","BIKE","NSMO","","B+","1","8","GASLOG","2PP","GAS","YES","200","463","140","1163","1","533","175","1408","1","533","175","1408","1","603","210","1653","1","709","263","2024","1","883","350","2633","1","1Q","1Q","2S","1H","","","Down","Up  ","Down","Loft","","","No   ","Color","DVD  ","Color","","","http://fusion.realtourvision.com/40295","VILLAS #56 (TC) CUTE CONDO, RECENTLY REMODEL","NEW APPLIANCES;UPSTRS LVNG;TV/DVD/VCR W/ SURROUND","SOUND;SLATE FLRS;NEW BEDDING;NEW CARPET","Conveniently located near Tahoe City, this 4bedroom/2bath condo is close to many great restaurants, Alpine Meadows and Squaw Valley ski resorts, bike trails, beach, golf, and shopping. The complex offers summer amenities such as a swimming pool, tennis courts, and sauna. The nicely decorated condo has slate flooring, ski racks, and a very comfortable upstairs living plan.  There is also a loft with TV/DVD/VCR and a double futon for extra sleeping space.  The living room also has a flat screen TV, surround sound stereo, and DVD.  You will also find a beautiful gas log stove and a large deck with a charcoal barbeque.  Downstairs you will find two redecorated bedrooms with brand new bedding and an extra TV with a dvd player for the kids.  The home is perfect for comfort, location, and amenities.  Enjoy this remodeled Tahoe City Condo for your next visit to the lake! ","","RENTAL  ","9/24/99","11/25/13","35","500","0","122.00","183.00","4725.00","3071.25","32.00","20","0","0","0","0","0","0","0","va1006","Y","39.188847","-120.117098"
"TC C0663","NSO","2","1.1","751","TC","#63 3115 N LAKE BLVD","AMEN","CTUB","POOL","CTEN","WIFI","NSMO","WDSY","A-","1","6","WOOD","2PP","GAS","NO","135","342","96","822","1","390","120","990","1","390","120","990","1","438","144","1158","1","510","180","1410","1","630","240","1830","1","1Q","2S","","","","","Down","Loft","","","","","No   ","No   ","","","","","http://fusion.realtourvision.com/25331","#63 3115 N LAKE BLVD(TC)'VERY CUTE REMODEL!47'FLAT","TV/LR;QHAB/LR;DIN NOOK FOR 4/KIT;LEATHER FURN;SEE ","NOTES ABOUT AMENITIES;HRDW FLRS/LR;PEAK OF LAKE","This cozy condo is located just minutes from downtown Tahoe City and Common's Beach, as well as walking distance to the restaurants, shops, and private beach of Dollar Point(about 10 minutes walking distance). The Complex features outstanding amenities including a seasonal pool, tennis court, and basketball court, as well as a year-round hot tub, recreation center, and sauna. The property has a spacious deck with a peak of Lake Tahoe through the trees. It also has 47' flat screen TV and DVD player, WiFi Internet access, and a large library of movies, books, and board games. ","","RENTAL  ","8/26/13","3/27/14","35","500","0","100.00","150.00","3283.00","2133.95","346.00","16","16","0","0","12","0","0","0","va1006","Y","39.190937","-120.111537"
